tag,item_id,num
dog,3114,1
dog,3130,1
dog,3266,1
dog,3317,1
dog,3328,1
dog,3462,1
dog,3706,1
dog,3730,1
dog,3773,1
dog,3979,1
dog,3991,1
dog,4235,1
dog,4340,1
dog,4386,1
dog,4433,1
dog,4467,1
dog,4557,1
dog,4586,1
dog,4681,1
dog,4806,1
dog,5131,1
dog,5219,1
dog,5225,1
dog,5241,1
dog,5258,1
dog,5464,1
dog,5585,1
dog,5937,1
dog,5989,1
dog,6093,1
dog,6148,2
dog,6158,1
dog,6254,1
dog,6301,1
dog,6534,1
dog,6611,1
dog,6773,1
dog,6793,2
dog,6873,1
dog,6946,1
dog,6978,1
dog,6982,1
dog,7030,1
dog,7042,1
dog,7088,1
dog,7147,1
dog,7206,1
dog,7216,1
dog,7301,1
dog,7360,1
dog,7361,1
dog,7374,1
dog,7387,1
dog,7482,1
dog,7725,1
dog,8235,1
dog,8239,1
dog,8295,1
dog,8584,1
dog,8609,1
dog,8612,1
dog,8786,1
dog,8848,1
dog,8861,1
dog,8970,1
dog,25789,1
dog,25792,1
dog,26131,1
dog,26171,1
dog,26280,1
dog,26476,1
dog,26662,1
dog,26731,1
dog,27416,1
dog,31658,2
dog,32011,1
dog,33201,1
dog,34051,1
dog,34338,1
dog,36535,5
dog,40833,1
dog,41226,1
dog,44058,1
dog,44653,1
dog,45672,1
dog,48414,1
dog,50806,1
dog,52279,1
dog,54995,1
dog,55069,1
dog,55820,1
dog,56174,1
dog,57695,1
dog,58301,1
dog,59387,1
dog,61279,1
dog,63859,7
dog,64695,1
dog,64993,1
dog,68157,1
dog,68954,1
dog,68967,1
dog,74436,1
dog,79134,1
dog,79955,1
dog,80816,1
dog,81983,1
dog,83531,1
dog,83540,1
dog,86898,1
dog,88356,1
dog,89535,1
dog,89904,3
dog,90746,1
dog,94959,1
dog,96084,1
dog,97752,1
dog,98961,1
dog,99859,1
dog,100714,1
dog,101997,1
dog,104925,3
dog,105531,1
dog,106138,1
dog,107017,1
dog,107649,1
dog,107769,1
dog,107997,1
dog,108318,1
dog,109374,1
dog,109846,1
dog,111995,1
dog,112442,1
dog,112515,4
dog,112550,2
dog,113188,2
dog,117444,1
dog,119653,1
dog,121007,1
dog,126921,1
dog,128606,1
dog,130052,1
dog,133716,1
dog,134783,1
dog,135135,4
dog,138702,6
dog,142997,1
dog,143859,1
dog,145279,1
dog,147927,1
dog,148280,1
dog,151311,1
dog,152970,8
dog,158238,1
dog,158890,1
dog,159061,1
dog,159696,1
dog,163134,1
dog,164367,1
dog,165353,1
dog,166974,1
dog,167036,1
dog,167652,1
dog,168250,1
dog,168638,1
dog,168824,1
dog,169764,1
dog,170945,3
dog,170947,1
dog,174371,2
dog,175277,1
dog,177765,1
dog,183613,1
dog,183869,1
dog,185031,4
dog,187501,2
dog,188307,1
dog,188833,1
dog,190017,1
dog,193147,1
dog,193449,1
dog,193599,1
dog,193944,1
dog,194400,2
dog,197883,1
dog,200842,1
dog,201588,1
dog,202429,8
dog,202439,1
dog,204836,1
dog,207313,1
dog,208773,1
dog,208939,1
dog,210175,10
dog,210865,1
dog,224262,1
stoner movie,1032,3
stoner movie,1208,2
stoner movie,1298,1
stoner movie,1753,3
stoner movie,1968,3
stoner movie,3168,5
stoner movie,3552,5
stoner movie,3677,2
stoner movie,4015,12
stoner movie,5879,1
stoner movie,8807,22
stoner movie,56079,2
stoner movie,61024,44
stoner movie,88954,1
notable soundtrack,296,45
notable soundtrack,778,8
notable soundtrack,1028,1
notable soundtrack,1220,38
notable soundtrack,1247,27
notable soundtrack,1921,24
notable soundtrack,1957,2
notable soundtrack,1965,5
notable soundtrack,2395,3
notable soundtrack,3168,12
notable soundtrack,4973,65
notable soundtrack,5951,1
notable soundtrack,7063,1
notable soundtrack,7366,1
notable soundtrack,54190,2
notable soundtrack,204698,30
stereotypes,112,1
stereotypes,505,2
stereotypes,616,1
stereotypes,902,13
stereotypes,1193,2
stereotypes,1855,1
stereotypes,2706,17
stereotypes,3785,1
stereotypes,3786,1
stereotypes,4529,1
stereotypes,4878,2
stereotypes,5255,1
stereotypes,5299,10
stereotypes,5885,1
stereotypes,6014,1
stereotypes,6294,1
stereotypes,6539,2
stereotypes,6870,8
stereotypes,6874,3
stereotypes,7034,2
stereotypes,7791,1
stereotypes,8615,1
stereotypes,31867,1
stereotypes,34271,4
stereotypes,36535,2
stereotypes,46948,1
stereotypes,48774,6
stereotypes,50798,1
stereotypes,54004,2
stereotypes,54734,1
stereotypes,54796,1
stereotypes,55118,1
stereotypes,59784,3
stereotypes,69757,1
stereotypes,72998,12
stereotypes,74553,1
stereotypes,86408,2
stereotypes,93265,1
stereotypes,98604,1
stereotypes,104374,2
stereotypes,109971,2
stereotypes,110297,1
stereotypes,160565,2
stereotypes,163134,4
stereotypes,192283,2
stereotypes,225625,1
shallow,180,1
shallow,356,1
shallow,1380,10
shallow,4015,2
shallow,4816,1
shallow,4878,2
shallow,5890,1
shallow,27700,1
shallow,47044,1
shallow,49286,2
shallow,51662,5
shallow,56176,1
shallow,57368,22
shallow,58559,6
shallow,59026,1
shallow,59333,2
shallow,65130,2
shallow,70293,10
shallow,71057,1
shallow,72998,1
shallow,76093,1
shallow,80463,1
shallow,90405,2
shallow,93740,1
shallow,103657,1
shallow,106782,13
shallow,108190,1
shallow,114180,1
shallow,116905,1
shallow,122888,1
shallow,122916,1
shallow,140956,13
shallow,151773,1
shallow,155064,12
shallow,164179,7
shallow,170401,1
shallow,182479,4
shallow,204698,1
shallow,208429,1
shallow,210973,1
pigs,919,1
pigs,1173,1
pigs,1266,1
pigs,1757,3
pigs,2033,1
pigs,3704,1
pigs,5995,1
pigs,7382,2
pigs,76860,1
pigs,81932,1
pigs,99917,7
pigs,212373,3
travel,21,1
travel,123,1
travel,505,1
travel,670,1
travel,905,1
travel,1270,1
travel,1727,1
travel,2013,1
travel,2259,1
travel,2897,1
travel,3624,1
travel,3653,1
travel,3966,1
travel,4410,1
travel,4862,1
travel,5673,1
travel,5989,1
travel,6101,1
travel,6252,1
travel,6711,1
travel,6946,1
travel,6971,1
travel,7123,1
travel,7169,1
travel,7317,1
travel,8012,1
travel,8797,1
travel,36086,1
travel,46855,1
travel,47306,1
travel,53835,1
travel,56941,1
travel,62250,1
travel,68347,1
travel,68954,1
travel,78174,1
travel,83976,1
travel,89554,1
travel,90746,1
travel,101765,2
travel,106918,53
travel,109027,1
travel,110655,1
travel,114678,1
travel,129078,1
travel,135502,1
travel,142448,1
travel,160980,1
travel,163134,1
travel,170957,4
travel,175661,1
travel,176601,1
travel,186345,1
travel,188797,1
travel,201588,1
travel,201646,1
travel,225625,1
oscar (best music - original score),260,4
oscar (best music - original score),364,14
oscar (best music - original score),527,2
oscar (best music - original score),590,6
oscar (best music - original score),595,14
oscar (best music - original score),596,2
oscar (best music - original score),1029,3
oscar (best music - original score),1097,8
oscar (best music - original score),1210,10
oscar (best music - original score),4886,11
oscar (best music - original score),5791,2
oscar (best music - original score),7153,2
oscar (best music - original score),8970,4
oscar (best music - original score),26564,1
oscar (best music - original score),39183,6
oscar (best music - original score),63082,16
oscar (best music - original score),80463,3
oscar (best music - original score),104841,7
excellent,32,3
excellent,123,2
excellent,260,2
excellent,261,2
excellent,318,1
excellent,337,1
excellent,1240,1
excellent,2953,1
excellent,4616,1
excellent,4975,1
excellent,5064,1
excellent,5418,1
excellent,6373,1
excellent,6378,1
excellent,6870,1
excellent,7386,3
excellent,40826,1
excellent,64839,1
excellent,71033,1
amy smart,4728,7
amy smart,6902,4
amy smart,45503,1
amy smart,47200,3
amy smart,61262,1
amy smart,68205,10
rape,36,3
rape,61,1
rape,70,1
rape,110,1
rape,296,32
rape,318,23
rape,446,1
rape,501,4
rape,541,4
rape,1104,3
rape,1161,1
rape,1175,1
rape,1252,1
rape,1274,1
rape,1298,3
rape,1343,2
rape,1459,1
rape,1627,2
rape,1747,2
rape,1952,1
rape,2178,1
rape,2318,15
rape,2336,1
rape,2688,5
rape,2739,5
rape,2819,1
rape,2862,1
rape,2871,9
rape,2872,1
rape,2921,1
rape,2947,2
rape,3010,1
rape,3063,1
rape,3150,2
rape,3262,1
rape,3266,3
rape,3418,19
rape,3420,1
rape,3431,1
rape,3639,2
rape,3761,1
rape,3808,2
rape,4518,1
rape,4680,2
rape,4697,1
rape,4716,2
rape,4847,3
rape,4863,2
rape,4934,1
rape,5184,1
rape,5189,2
rape,5206,1
rape,5216,1
rape,5608,2
rape,5748,1
rape,5770,1
rape,5878,10
rape,5891,17
rape,5935,1
rape,5961,1
rape,6094,2
rape,6214,35
rape,6301,13
rape,6591,1
rape,6874,41
rape,7024,10
rape,7068,1
rape,7069,1
rape,7115,1
rape,7160,9
rape,7820,10
rape,7953,1
rape,8017,1
rape,8062,1
rape,8239,1
rape,8527,1
rape,8831,3
rape,8923,1
rape,8951,2
rape,25789,1
rape,26150,1
rape,26269,1
rape,26462,1
rape,27109,1
rape,27304,2
rape,27664,1
rape,31956,3
rape,32211,7
rape,32387,1
rape,33102,2
rape,34338,1
rape,36056,1
rape,36509,2
rape,38538,3
rape,39234,1
rape,42632,1
rape,44191,1
rape,44397,13
rape,44828,1
rape,44856,1
rape,44947,1
rape,47200,3
rape,48678,1
rape,48698,2
rape,49265,1
rape,51662,39
rape,51937,3
rape,52929,1
rape,54519,1
rape,55052,2
rape,55069,1
rape,55118,14
rape,55652,1
rape,57528,3
rape,57910,2
rape,59418,3
rape,60684,6
rape,62803,1
rape,63113,2
rape,63645,1
rape,66339,1
rape,67255,36
rape,68347,1
rape,71033,13
rape,73321,2
rape,73323,11
rape,74370,1
rape,77910,1
rape,78266,13
rape,80191,1
rape,81823,1
rape,82157,1
rape,82633,1
rape,84189,9
rape,86781,9
rape,87079,4
rape,89072,1
rape,89118,1
rape,90357,3
rape,91304,2
rape,91416,1
rape,92243,2
rape,93164,2
rape,95157,1
rape,95583,1
rape,96373,1
rape,96616,2
rape,98193,6
rape,99468,1
rape,101210,1
rape,104861,6
rape,107842,1
rape,112556,8
rape,114007,1
rape,114700,1
rape,115210,1
rape,115216,1
rape,127256,1
rape,132112,1
rape,133824,2
rape,134579,1
rape,139120,1
rape,139385,1
rape,140525,2
rape,140795,2
rape,140840,1
rape,141620,1
rape,142184,1
rape,142424,5
rape,147028,1
rape,149334,14
rape,155968,1
rape,156125,3
rape,161966,8
rape,163571,1
rape,164949,5
rape,166635,3
rape,171925,4
rape,174141,4
rape,175569,12
rape,176419,1
rape,177483,1
rape,178379,1
rape,179119,1
rape,179247,6
rape,180081,1
rape,183159,1
rape,183551,1
rape,183837,1
rape,186803,1
rape,189071,1
rape,193449,1
rape,196311,1
rape,204318,5
rape,212883,1
rape,222477,1
psychology,22,5
psychology,32,75
psychology,47,163
psychology,224,4
psychology,318,79
psychology,356,88
psychology,448,4
psychology,593,223
psychology,628,31
psychology,1193,100
psychology,1258,53
psychology,1298,5
psychology,1704,168
psychology,1921,41
psychology,1978,1
psychology,2232,44
psychology,2427,5
psychology,2539,9
psychology,2579,11
psychology,2594,13
psychology,2871,1
psychology,2961,1
psychology,2997,51
psychology,3176,53
psychology,3186,35
psychology,3342,4
psychology,3535,83
psychology,3556,37
psychology,3569,1
psychology,3686,1
psychology,3793,5
psychology,3809,8
psychology,3893,1
psychology,3949,161
psychology,4226,194
psychology,4716,1
psychology,4878,170
psychology,4975,56
psychology,4995,176
psychology,5014,9
psychology,5298,2
psychology,5577,1
psychology,5608,33
psychology,5617,1
psychology,5630,30
psychology,5878,23
psychology,5954,13
psychology,5970,1
psychology,6001,2
psychology,6187,8
psychology,6287,11
psychology,6301,1
psychology,6323,53
psychology,6534,1
psychology,6902,1
psychology,6987,14
psychology,7115,1
psychology,7327,34
psychology,7347,11
psychology,7361,134
psychology,7396,2
psychology,7493,3
psychology,7820,4
psychology,7982,10
psychology,8950,95
psychology,8966,10
psychology,8981,5
psychology,26386,1
psychology,27592,2
psychology,32770,1
psychology,33437,6
psychology,42152,1
psychology,44881,1
psychology,48516,65
psychology,50742,1
psychology,52328,42
psychology,56093,3
psychology,56165,1
psychology,58334,1
psychology,58559,121
psychology,62644,21
psychology,68237,119
psychology,70533,2
psychology,71464,1
psychology,72393,4
psychology,72694,11
psychology,73344,3
psychology,77307,1
psychology,79132,95
psychology,79357,8
psychology,79860,2
psychology,80969,4
psychology,81562,22
psychology,82378,1
psychology,83912,1
psychology,86320,1
psychology,87234,11
psychology,89118,17
psychology,89472,1
psychology,96121,1
psychology,96610,1
psychology,96917,1
psychology,97938,1
psychology,99764,1
psychology,100383,28
psychology,100810,6
psychology,101741,3
psychology,103554,1
psychology,105250,3
psychology,108727,13
psychology,108981,1
psychology,110675,1
psychology,113240,9
psychology,117121,1
psychology,120775,1
psychology,127116,22
psychology,127212,20
psychology,131451,1
psychology,134853,110
psychology,167038,2
psychology,167422,2
psychology,177867,1
psychology,178335,11
psychology,179137,2
psychology,185033,7
psychology,185437,1
psychology,186339,1
psychology,186555,2
psychology,196889,1
psychology,202439,1
psychology,212883,1
desert,95,2
desert,125,1
desert,173,1
desert,188,1
desert,190,1
desert,260,3
desert,327,7
desert,1060,1
desert,1183,8
desert,1201,2
desert,1204,27
desert,1210,2
desert,1289,1
desert,1298,1
desert,1394,1
desert,1419,3
desert,1552,1
desert,1580,1
desert,1627,3
desert,1859,1
desert,1884,6
desert,2021,6
desert,2073,1
desert,2275,5
desert,2280,1
desert,2328,1
desert,3168,1
desert,3704,5
desert,3736,1
desert,4022,1
desert,4187,1
desert,4529,4
desert,5794,1
desert,5928,1
desert,6162,1
desert,6297,1
desert,6534,3
desert,6908,1
desert,6946,1
desert,7048,1
desert,7205,1
desert,7210,1
desert,7324,2
desert,7374,1
desert,7897,2
desert,8254,1
desert,8584,1
desert,26236,1
desert,26283,1
desert,38881,1
desert,41863,4
desert,43396,5
desert,44397,2
desert,55820,2
desert,59387,1
desert,69436,1
desert,69951,1
desert,71497,1
desert,78105,2
desert,84944,8
desert,85790,1
desert,86898,1
desert,89840,1
desert,93740,1
desert,99114,2
desert,101247,1
desert,105504,1
desert,106762,1
desert,113188,2
desert,114847,5
desert,117895,1
desert,118570,1
desert,120110,2
desert,128671,2
desert,132442,1
desert,132989,1
desert,142943,1
desert,163925,1
desert,168884,2
desert,171049,2
desert,173139,2
desert,173957,1
desert,179247,9
desert,183159,1
desert,183635,1
desert,183701,1
desert,207233,1
desert,209595,1
satire,18,1
satire,21,3
satire,39,1
satire,125,1
satire,141,1
satire,162,1
satire,176,1
satire,193,3
satire,223,1
satire,288,23
satire,296,12
satire,356,1
satire,442,2
satire,471,1
satire,735,1
satire,784,1
satire,899,1
satire,936,2
satire,951,1
satire,954,2
satire,1042,1
satire,1077,1
satire,1080,91
satire,1095,1
satire,1171,1
satire,1173,2
satire,1199,50
satire,1247,1
satire,1251,1
satire,1256,6
satire,1281,31
satire,1292,23
satire,1366,1
satire,1391,7
satire,1394,1
satire,1500,1
satire,1546,1
satire,1572,1
satire,1580,1
satire,1682,1
satire,1747,26
satire,1857,1
satire,1884,1
satire,1963,2
satire,2243,1
satire,2289,7
satire,2321,24
satire,2657,1
satire,2788,1
satire,2843,1
satire,2997,1
satire,3052,53
satire,3130,1
satire,3168,1
satire,3175,21
satire,3266,2
satire,3358,1
satire,3420,1
satire,3424,1
satire,3462,2
satire,3504,21
satire,3535,20
satire,3569,2
satire,3685,1
satire,3736,1
satire,3785,1
satire,3786,20
satire,3814,1
satire,3819,1
satire,3868,1
satire,4116,1
satire,4191,1
satire,4467,1
satire,4553,14
satire,4681,1
satire,4705,1
satire,4816,13
satire,4863,1
satire,4878,4
satire,4967,5
satire,5021,1
satire,5145,1
satire,5298,3
satire,5303,1
satire,5456,3
satire,5481,12
satire,5604,1
satire,5669,1
satire,5902,2
satire,5945,10
satire,5991,1
satire,6001,1
satire,6104,1
satire,6296,5
satire,6403,1
satire,6440,1
satire,6666,9
satire,6773,1
satire,6774,2
satire,6873,1
satire,6978,1
satire,7022,18
satire,7024,1
satire,7089,1
satire,7104,2
satire,7110,1
satire,7193,1
satire,7206,1
satire,7387,1
satire,7451,1
satire,7748,1
satire,7940,1
satire,7991,1
satire,8154,1
satire,8239,1
satire,8366,9
satire,8620,8
satire,26084,1
satire,26169,1
satire,26280,1
satire,26303,1
satire,26318,1
satire,26326,2
satire,26569,2
satire,27478,1
satire,34338,1
satire,34530,1
satire,35347,2
satire,38656,1
satire,38881,1
satire,39398,2
satire,42176,1
satire,44191,1
satire,44889,2
satire,47997,40
satire,48678,1
satire,49013,2
satire,50011,1
satire,50594,1
satire,50641,1
satire,50798,1
satire,52975,1
satire,54995,3
satire,54999,14
satire,55768,10
satire,56152,6
satire,56651,1
satire,59026,5
satire,60069,12
satire,61132,50
satire,61323,49
satire,63760,2
satire,64508,2
satire,66339,2
satire,67997,28
satire,68157,112
satire,69275,1
satire,69483,1
satire,69784,21
satire,70286,38
satire,71550,1
satire,72273,1
satire,74683,1
satire,76208,1
satire,77800,14
satire,79469,1
satire,80219,14
satire,83134,44
satire,84094,1
satire,85796,2
satire,91622,2
satire,93840,59
satire,93855,5
satire,94015,1
satire,96110,14
satire,96451,1
satire,96578,1
satire,97311,3
satire,98975,2
satire,99437,3
satire,99787,4
satire,102666,2
satire,103075,3
satire,103341,3
satire,104078,2
satire,106782,10
satire,108709,1
satire,109187,1
satire,109374,1
satire,111764,3
satire,112070,3
satire,112183,62
satire,112818,2
satire,113313,1
satire,115687,1
satire,117109,1
satire,120138,1
satire,122904,1
satire,132518,1
satire,134041,1
satire,135137,1
satire,136058,1
satire,136485,1
satire,142456,1
satire,143859,1
satire,146948,1
satire,148888,1
satire,150194,1
satire,152031,1
satire,152091,11
satire,156569,1
satire,158872,10
satire,159159,1
satire,159163,1
satire,160327,2
satire,161348,1
satire,165357,1
satire,168250,69
satire,168586,1
satire,170207,1
satire,170635,1
satire,171179,2
satire,171793,1
satire,177483,1
satire,179119,41
satire,182269,1
satire,182485,2
satire,183909,1
satire,187593,38
satire,188509,1
satire,189331,1
satire,191441,4
satire,191687,2
satire,195165,1
satire,197537,1
satire,202439,1
satire,205156,57
satire,213892,6
satire,219015,1
satire,225625,1
satire,233171,2
halloween,551,55
halloween,891,3
halloween,1097,1
halloween,1982,19
halloween,1985,5
halloween,2052,22
halloween,2124,15
halloween,2272,1
halloween,2291,1
halloween,2316,2
halloween,2694,1
halloween,3016,1
halloween,3758,1
halloween,3964,3
halloween,4878,1
halloween,4896,14
halloween,5476,2
halloween,5585,2
halloween,6820,1
halloween,7046,1
halloween,7373,1
halloween,32728,1
halloween,37729,1
halloween,44761,1
halloween,46948,8
halloween,54785,1
halloween,66097,1
halloween,70994,1
halloween,74075,2
halloween,74580,1
halloween,81711,2
halloween,86898,1
halloween,97225,1
halloween,114074,3
halloween,115687,1
halloween,117444,1
halloween,122904,1
halloween,125966,2
halloween,125972,2
halloween,131470,2
halloween,144762,1
halloween,163504,1
halloween,163809,5
halloween,183651,1
halloween,184257,1
halloween,192559,1
halloween,194004,4
halloween,194200,4
alcatraz,733,29
alcatraz,4945,5
alcatraz,5815,1
alcatraz,7062,1
alcatraz,8340,9
alcatraz,61248,1
cute,11,2
cute,38,1
cute,356,1
cute,497,1
cute,596,7
cute,616,4
cute,1013,2
cute,1025,1
cute,1028,1
cute,1029,2
cute,1032,1
cute,1088,3
cute,1307,12
cute,1566,1
cute,1588,1
cute,1806,1
cute,2078,1
cute,2085,5
cute,2355,2
cute,2496,1
cute,3079,1
cute,3114,2
cute,3786,15
cute,4014,2
cute,4144,1
cute,4823,1
cute,4886,45
cute,4896,1
cute,4973,19
cute,4992,1
cute,5971,64
cute,6060,2
cute,6218,1
cute,6251,2
cute,6377,1
cute,7147,1
cute,7169,1
cute,7366,6
cute,8961,1
cute,26662,2
cute,27523,2
cute,27722,1
cute,31685,4
cute,31687,3
cute,33836,2
cute,33880,1
cute,35836,1
cute,40339,2
cute,40629,11
cute,43869,1
cute,49123,1
cute,49274,2
cute,50872,2
cute,52287,2
cute,52694,6
cute,53974,1
cute,54259,1
cute,56176,2
cute,56949,1
cute,59141,1
cute,59784,1
cute,60069,37
cute,62155,6
cute,65088,2
cute,65261,4
cute,66665,7
cute,67408,1
cute,67788,10
cute,69757,27
cute,70183,8
cute,74946,4
cute,76093,38
cute,76293,1
cute,76301,2
cute,79684,2
cute,80615,2
cute,81847,2
cute,84716,1
cute,86882,2
cute,87234,1
cute,88163,16
cute,91094,3
cute,91199,1
cute,93831,3
cute,94015,1
cute,94959,5
cute,97225,1
cute,98243,7
cute,98491,7
cute,108540,2
cute,109853,1
cute,112175,1
cute,113071,4
cute,115617,27
cute,117444,1
cute,118896,1
cute,120474,1
cute,122900,1
cute,122918,1
cute,125704,1
cute,134853,19
cute,138702,1
cute,139419,1
cute,141544,1
cute,145935,1
cute,148095,1
cute,152081,33
cute,160718,11
cute,164200,1
cute,177287,1
cute,184239,1
cute,187723,7
cute,188281,1
cute,189873,7
cute,196417,4
cute,200838,4
cute,205156,1
cute,215229,1
hong kong,112,2
hong kong,123,15
hong kong,1218,3
hong kong,1429,1
hong kong,1757,6
hong kong,2273,1
hong kong,3265,9
hong kong,3639,1
hong kong,3879,1
hong kong,3972,2
hong kong,4144,16
hong kong,4200,1
hong kong,4444,1
hong kong,4701,5
hong kong,6564,1
hong kong,6686,1
hong kong,7482,4
hong kong,26585,2
hong kong,27266,1
hong kong,30749,1
hong kong,31878,6
hong kong,36850,2
hong kong,36931,1
hong kong,43983,1
hong kong,49359,1
hong kong,61493,1
hong kong,92804,1
hong kong,94746,1
hong kong,114556,1
hong kong,130040,1
hong kong,152591,1
hong kong,159427,1
hong kong,177055,1
hong kong,187593,1
dogs,238,1
dogs,376,1
dogs,484,2
dogs,551,4
dogs,1033,1
dogs,1223,1
dogs,1994,2
dogs,2085,14
dogs,2123,2
dogs,3328,1
dogs,3684,1
dogs,3773,1
dogs,3991,5
dogs,4128,1
dogs,4235,10
dogs,4386,4
dogs,4896,3
dogs,5048,2
dogs,6254,1
dogs,6534,6
dogs,6611,1
dogs,6773,2
dogs,6793,3
dogs,6820,1
dogs,7206,1
dogs,8612,1
dogs,26939,1
dogs,32011,1
dogs,43917,8
dogs,45672,1
dogs,55820,1
dogs,56174,11
dogs,58301,2
dogs,63859,2
dogs,64285,1
dogs,68954,23
dogs,77665,1
dogs,89904,11
dogs,90746,7
dogs,107312,1
dogs,112550,6
dogs,115819,1
dogs,118082,4
dogs,133771,1
dogs,147927,1
dogs,200818,2
dogs,200824,1
dogs,207313,4
dragons,480,1
dragons,653,17
dragons,2193,1
dragons,3997,3
dragons,4896,27
dragons,5039,8
dragons,26403,3
dragons,40815,34
dragons,76093,69
dragons,82169,13
dragons,104610,1
dragons,106489,14
dragons,112175,32
dragons,119655,1
dragons,146662,4
dragons,160573,4
dragons,196417,10
dragons,200950,1
germany,527,1
germany,760,2
germany,1161,5
germany,1281,1
germany,2028,1
germany,2106,3
germany,2300,1
germany,3555,1
germany,5056,1
germany,5608,1
germany,6567,5
germany,6718,1
germany,6808,2
germany,6971,4
germany,7331,1
germany,26003,1
germany,27636,1
germany,27727,8
germany,31337,1
germany,31408,2
germany,44041,1
germany,47640,1
germany,50149,1
germany,55555,1
germany,58303,1
germany,62644,8
germany,64983,10
germany,65216,1
germany,68157,1
germany,68593,1
germany,83540,1
germany,100163,1
germany,101210,1
germany,104392,1
germany,106441,3
germany,110297,1
germany,115210,2
germany,115969,1
germany,116797,1
germany,139857,1
germany,148030,1
germany,171793,1
germany,177837,1
germany,180043,1
germany,184017,5
germany,189331,2
germany,205156,15
germany,207273,2
neil gaiman,54259,33
neil gaiman,66097,22
prohibition,266,5
prohibition,996,3
prohibition,1084,1
prohibition,2194,19
prohibition,3791,1
prohibition,5464,1
prohibition,7056,1
prohibition,96432,11
prohibition,147092,1
bank robbery,42,3
bank robbery,70,1
bank robbery,153,3
bank robbery,1018,1
bank robbery,1394,1
bank robbery,1562,2
bank robbery,1963,1
bank robbery,2278,4
bank robbery,2947,3
bank robbery,3362,20
bank robbery,3769,1
bank robbery,4235,1
bank robbery,4470,1
bank robbery,4844,1
bank robbery,5464,1
bank robbery,6226,1
bank robbery,6572,1
bank robbery,7031,2
bank robbery,7041,1
bank robbery,7044,2
bank robbery,7147,1
bank robbery,7216,1
bank robbery,8016,3
bank robbery,8604,3
bank robbery,26283,1
bank robbery,27008,1
bank robbery,27357,1
bank robbery,43871,1
bank robbery,44653,1
bank robbery,47254,3
bank robbery,52495,1
bank robbery,57370,1
bank robbery,67801,2
bank robbery,73183,3
bank robbery,80489,28
bank robbery,87785,1
bank robbery,88118,1
bank robbery,90647,1
bank robbery,101525,7
bank robbery,103883,2
bank robbery,104760,1
bank robbery,107951,1
bank robbery,132652,1
bank robbery,148652,1
bank robbery,160684,1
bank robbery,176351,1
bank robbery,187713,3
bank robbery,193944,9
bank robbery,201304,2
bank robbery,226574,1
serial killer,22,18
serial killer,47,197
serial killer,93,1
serial killer,117,1
serial killer,288,27
serial killer,296,1
serial killer,338,4
serial killer,366,1
serial killer,442,3
serial killer,481,8
serial killer,490,2
serial killer,543,2
serial killer,544,1
serial killer,593,259
serial killer,606,1
serial killer,799,10
serial killer,841,2
serial killer,891,2
serial killer,1342,3
serial killer,1343,1
serial killer,1427,1
serial killer,1964,1
serial killer,1969,1
serial killer,1976,7
serial killer,1978,2
serial killer,1979,2
serial killer,1980,2
serial killer,1982,25
serial killer,1985,3
serial killer,1993,2
serial killer,1999,5
serial killer,2118,2
serial killer,2178,1
serial killer,2203,9
serial killer,2279,1
serial killer,2280,1
serial killer,2338,4
serial killer,2389,1
serial killer,2459,1
serial killer,2488,10
serial killer,2505,1
serial killer,2798,1
serial killer,2814,2
serial killer,2853,2
serial killer,2878,1
serial killer,3005,16
serial killer,3119,1
serial killer,3176,29
serial killer,3262,1
serial killer,3266,8
serial killer,3294,1
serial killer,3445,1
serial killer,3474,1
serial killer,3535,65
serial killer,3557,1
serial killer,3632,1
serial killer,3706,1
serial killer,3843,2
serial killer,3857,1
serial killer,4083,1
serial killer,4143,1
serial killer,4362,1
serial killer,4383,1
serial killer,4546,1
serial killer,4645,1
serial killer,4658,1
serial killer,4669,1
serial killer,4744,2
serial killer,4837,3
serial killer,4855,11
serial killer,5105,1
serial killer,5183,1
serial killer,5294,20
serial killer,5476,3
serial killer,5528,4
serial killer,5630,31
serial killer,5766,1
serial killer,5778,1
serial killer,6016,5
serial killer,6323,42
serial killer,6440,1
serial killer,6880,7
serial killer,6987,5
serial killer,7115,2
serial killer,7134,1
serial killer,7160,24
serial killer,7171,1
serial killer,7784,2
serial killer,7951,3
serial killer,8017,2
serial killer,8062,6
serial killer,8139,1
serial killer,8521,1
serial killer,8831,6
serial killer,8882,1
serial killer,26488,1
serial killer,27316,1
serial killer,27773,11
serial killer,32170,1
serial killer,33164,1
serial killer,33437,1
serial killer,34530,1
serial killer,36533,1
serial killer,40833,1
serial killer,41014,1
serial killer,42197,3
serial killer,44191,1
serial killer,44397,1
serial killer,45440,3
serial killer,45852,1
serial killer,48045,5
serial killer,48518,2
serial killer,48877,3
serial killer,48997,28
serial killer,50447,1
serial killer,50804,9
serial killer,50940,2
serial killer,51255,1
serial killer,51540,63
serial killer,52458,2
serial killer,52831,1
serial killer,53129,31
serial killer,54331,1
serial killer,54785,2
serial killer,55159,2
serial killer,55820,56
serial killer,56744,1
serial killer,56757,29
serial killer,57526,4
serial killer,57940,1
serial killer,58301,1
serial killer,58559,53
serial killer,59306,1
serial killer,59709,1
serial killer,60147,1
serial killer,61240,15
serial killer,63062,2
serial killer,63436,4
serial killer,64285,5
serial killer,66783,2
serial killer,67657,1
serial killer,68159,2
serial killer,70206,3
serial killer,70366,1
